codigo_actual,codigo_nuevo_propuesto,tipo_propuesto,familia_codigo_propuesta,familia_nombre_propuesta,subfamilia_propuesta,familia_actual,descripcion,unidad_medida,merma,precio_unidad,proveedor_precio,formato_compra,cantidad_formato_compra,unidad_formato_compra,precio_formato_compra,fecha_precio,url_precio,observaciones_precio,estado_revision,motivo_revision
ING-0092,ING-CAR-0090,ING,CAR,Carnes y aves,Carnes y aves,CARNES,JAMON SERRANO loncheado,kg,0.00,17.0500,CONSUM,CONSUM jamón gran reserva lonchas 2 x 110 g,0.2200,kg,3.7500,2026-06-13,https://tienda.consum.es/es/c/frescos/charcuteria/curado/2012?page=2,Precio con IVA. Convertido a €/kg.,propuesto,familia o palabras clave carnes
ING-0093,ING-CAR-0091,ING,CAR,Carnes y aves,Carnes y aves,CARNES,JAMON YORK BARRA 3K,kg,0.00,19.9000,CONSUM,Jamón cocido extra 92% carne al peso/barra,,,19.9000,2026-06-13,https://tienda.consum.es/es/p/jamon-cocido-extra-92-carne/7070469,Más exacto para barra que la referencia de lonchas. Precio con IVA. €/kg.,propuesto,familia o palabras clave carnes
ING-0094,ING-CAR-0092,ING,CAR,Carnes y aves,Carnes y aves,CARNES,LOMO CINTA FRESCA,kg,5.00,7.1900,CONSUM,Filete lomo de cerdo origen España,1.0000,kg,7.1900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Precio con IVA. €/kg.,propuesto,familia o palabras clave carnes
ING-0095,ING-CAR-0093,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"LOMO CERDO IBERICO CONGELADO MAKRO 2,5KG",kg,0.00,12.9500,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0096,ING-CAR-0094,ING,CAR,Carnes y aves,Carnes y aves,CARNES,LONGANIZA fresca,kg,2.00,6.5900,CONSUM,Longaniza extra bandeja 450 g aprox.,0.4500,kg,6.5900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/embutido/2166,Precio con IVA. €/kg.,propuesto,familia o palabras clave carnes
ING-0097,ING-CAR-0095,ING,CAR,Carnes y aves,Carnes y aves,CARNES,LONGANIZA MINI,kg,2.00,8.4900,CONSUM,Barbacoa mini,1.0000,kg,8.4900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/embutido/2166,Equivalente para longaniza mini/barbacoa. Precio con IVA. €/kg.,propuesto,familia o palabras clave carnes
ING-0098,ING-CAR-0096,ING,CAR,Carnes y aves,Carnes y aves,CARNES,MANTECA DE CERDO 400 g,kg,0.00,9.3800,CONSUM,LEGADO manteca de cerdo ibérico 400 g,0.4000,kg,3.7500,2026-06-13,https://tienda.consum.es/es/p/manteca-de-cerdo-iberico/7019599,Precio con IVA. Convertido a €/kg.,propuesto,familia o palabras clave carnes
ING-0099,ING-CAR-0097,ING,CAR,Carnes y aves,Carnes y aves,CARNES,MORCILLA IBERICA ACHORIZADA,kg,0.00,3.3600,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0100,ING-CAR-0098,ING,CAR,Carnes y aves,Carnes y aves,CARNES,MORCILLA ARROZ/CARNE,kg,2.00,5.9600,CONSUM,MARI PAZ morcilla de Burgos 265 g,0.2650,kg,1.5800,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/embutido/2166,Precio con IVA. Convertido a €/kg. Equivalente morcilla arroz.,propuesto,familia o palabras clave carnes
ING-0101,ING-CAR-0099,ING,CAR,Carnes y aves,Carnes y aves,CARNES,MORCILLA OREADA CEBOLLA,kg,2.00,7.4900,CONSUM,Morcilla de cebolla oreada pieza precio aprox.,1.0000,kg,7.4900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/embutido/4066,Precio con IVA. €/kg.,propuesto,familia o palabras clave carnes
ING-0102,ING-CAR-0100,ING,CAR,Carnes y aves,Carnes y aves,CARNES,MORCILLA CEBOLLA MINI,kg,2.00,7.4900,CONSUM,Morcilla de cebolla oreada pieza precio aprox.,1.0000,kg,7.4900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/embutido/4066,Precio con IVA. €/kg. Equivalente a morcilla cebolla mini.,propuesto,familia o palabras clave carnes
ING-0103,ING-CAR-0101,ING,CAR,Carnes y aves,Carnes y aves,CARNES,OREJA CERDO,kg,0.00,3.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0104,ING-CAR-0102,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PANCETA cortada,kg,5.00,5.9900,CONSUM,CONSUM filetes panceta de cerdo,,,5.9900,2026-06-13,https://tienda.consum.es/es/p/costilla-de-cerdo/3347556,Precio con IVA. €/kg indicado en recomendados de la ficha. Merma baja por recorte/grasa.,propuesto,familia o palabras clave carnes
ING-0105,ING-CAR-0103,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PAPADA CON PIEL,kg,0.00,3.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0106,ING-CAR-0104,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PAPADA CON PIEL IBÉRICA,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0107,ING-CAR-0105,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PICADA CERDO 800g MAKRO,kg,0.00,6.0300,CONSUM,LA COPE picada de cerdo 400 g,0.4000,kg,2.4100,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/2148,Precio con IVA. Convertido a €/kg.,propuesto,familia o palabras clave carnes
ING-0108,ING-CAR-0106,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PICADA MIXTA 800 G MAKRO,kg,0.00,8.2300,CONSUM,CONSUM preparado picada mixta 400 g,0.4000,kg,3.2900,2026-06-13,https://tienda.consum.es/es/p/preparado-picada-mixta/925594,Precio con IVA. Convertido a €/kg.,propuesto,familia o palabras clave carnes
ING-0109,ING-CAR-0107,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"PIERNA, PERNIL fresco entero sin piel +/- 12k jose gonzalez",kg,0.00,3.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0110,ING-CAR-0108,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"PIES,MANOS CERDO",kg,30.00,7.7900,CONSUM,Patas de cerdo,1.0000,kg,7.7900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Equivalente pies/manos. Precio con IVA. €/kg. Merma por hueso/cartílago.,propuesto,familia o palabras clave carnes
ING-0111,ING-CAR-0109,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PLUMA CERDO IBÉRICO CONGELADO MAKRO 1K,kg,3.00,26.3500,MAKRO,METRO Chef pluma de cerdo ibérico congelada,1.0000,kg,26.3500,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X109730/0032/0021/METRO-Chef-Pluma-de-cerdo-de-de-raza-ib%C3%A9rica-congelada-precio-kg,Precio con IVA/IGIC incluido. €/kg.,propuesto,familia o palabras clave carnes
ING-0112,ING-CAR-0110,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PRESA CERDO IBERICO CONGELADO 1K,kg,3.00,25.9100,MAKRO,Presa de cerdo ibérico congelado precio kg,1.0000,kg,25.9100,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X108847/0032/0021/Presa-de-cerdo-ib%C3%A9rico-congelado-precio-kg,Precio con IVA/IGIC incluido. €/kg.,propuesto,familia o palabras clave carnes
ING-0113,ING-CAR-0111,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"REDAÑO,RANDA,TELETA",kg,0.00,3.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0114,ING-CAR-0112,ING,CAR,Carnes y aves,Carnes y aves,CARNES,RIÑONES,kg,0.00,2.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0115,ING-CAR-0113,ING,CAR,Carnes y aves,Carnes y aves,CARNES,SECRETO CERDO BLANCO,kg,5.00,6.9900,CONSUM,CONSUM secreto de cerdo,1.0000,kg,6.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg. Cerdo blanco.,propuesto,familia o palabras clave carnes
ING-0116,ING-CAR-0114,ING,CAR,Carnes y aves,Carnes y aves,CARNES,SECRETO CERDO IBERICO CONGELADO 1K MAKRO,kg,3.00,12.0500,MAKRO,Secreto de cerdo ibérico congelado precio kg,1.0000,kg,12.0500,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X107417/0032/0021/Secreto-de-cerdo-ib%C3%A9rico-congelado-precio-kg,Precio con IVA/IGIC incluido. €/kg.,propuesto,familia o palabras clave carnes
ING-0117,ING-CAR-0115,ING,CAR,Carnes y aves,Carnes y aves,CARNES,SESOS,kg,0.00,1.8000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0118,ING-CAR-0116,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"SOBRASADA 1,5K",kg,0.00,6.5400,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0119,ING-CAR-0117,ING,CAR,Carnes y aves,Carnes y aves,CARNES,SOLOMILLO CERDO IBÉRICO CONGELADO MAKRO 1K,kg,3.00,21.1800,MAKRO,Solomillo de cerdo ibérico congelado precio kg,1.0000,kg,21.1800,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X137516/0032/0021/Solomillo-de-cerdo-ib%C3%A9rico-congelado-precio-kg,Precio con IVA/IGIC incluido. €/kg.,propuesto,familia o palabras clave carnes
ING-0120,ING-CAR-0118,ING,CAR,Carnes y aves,Carnes y aves,CARNES,SOLOMILLO CERDO MACERADO,kg,4.00,10.8900,CONSUM,Solomillo al romero bandeja 600 g aprox.,0.6000,kg,10.8900,2026-06-13,https://tienda.consum.es/es/p/solomillo-al-romero/7267391,Equivalente solomillo macerado. Precio con IVA. €/kg.,propuesto,familia o palabras clave carnes
ING-0121,ING-CAR-0119,ING,CAR,Carnes y aves,Carnes y aves,CARNES,SOLOMILLO CERDO FRESCO,kg,4.00,7.9900,CONSUM,CONSUM solomillo de cerdo pieza 500 g aprox.,0.5000,kg,7.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg.,propuesto,familia o palabras clave carnes
ING-0122,ING-CAR-0120,ING,CAR,Carnes y aves,Carnes y aves,CARNES,TRIPA PARA EMBUTIR,kg,0.00,6.0000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0123,ING-CAR-0121,ING,CAR,Carnes y aves,Carnes y aves,CARNES,TOCINO BLANCO,kg,0.00,2.6900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0124,ING-CAR-0122,ING,CAR,Carnes y aves,Carnes y aves,CARNES,TOCINO ENTREVERADO IBERICO( panceta iberica) cervera,kg,0.00,10.5000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0125,ING-CAR-0123,ING,CAR,Carnes y aves,Carnes y aves,CARNES,TOCINO SALADO ENTREVERADO,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0126,ING-CAR-0124,ING,CAR,Carnes y aves,Carnes y aves,CARNES,TOCINO IBERICO (panceta iberica) loncheada cervera,kg,0.00,9.5000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0127,ING-CAR-0125,ING,CAR,Carnes y aves,Carnes y aves,CARNES,BRAZUELO DE CORDERO,kg,0.00,3.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0128,ING-CAR-0126,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CANAL CORDERO 12K,kg,0.00,11.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0129,ING-CAR-0127,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CARRE cuna de cordero lechal congelado,kg,0.00,9.4000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0130,ING-CAR-0128,ING,CAR,Carnes y aves,Carnes y aves,CARNES,CUELLO partido mitad,kg,0.00,5.6000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0131,ING-CAR-0129,ING,CAR,Carnes y aves,Carnes y aves,CARNES,HIGADO,kg,0.00,8.0000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0132,ING-CAR-0130,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"MEDIO LECHAL CONGELADO 2,7K MAKRO",kg,35.00,15.9000,MAKRO,Medio canal de cordero lechal congelado 2-3 kg,,,15.9000,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X166726/0032/0021/Medio-canal-de-cordero-lechal-congelado,Precio con IVA/IGIC incluido. €/kg. Merma por hueso.,propuesto,familia o palabras clave carnes
ING-0133,ING-CAR-0131,ING,CAR,Carnes y aves,Carnes y aves,CARNES,MOLLEJAS CORDERO CONGELADAS,kg,0.00,19.9900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0134,ING-CAR-0132,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"PALETILLA ENTERA LECHAL CONGELADA 0,9KG 2UNIDADES MAKRO",kg,0.00,16.9500,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0135,ING-CAR-0133,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PALETILLA ENTERA RECENTAL CONGELADA 1K MAKRO,kg,0.00,11.5000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0136,ING-CAR-0134,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PECHO ENTERO,kg,0.00,3.9800,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0137,ING-CAR-0135,ING,CAR,Carnes y aves,Carnes y aves,CARNES,PICADA DE CORDERO,kg,0.00,11.4900,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0138,ING-CAR-0136,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"PIERNA ENTERA LECHAL CONGELADA 1,2K MAKRO",kg,0.00,15.5000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0139,ING-CAR-0137,ING,CAR,Carnes y aves,Carnes y aves,CARNES,"PIERNA ENTERA RECENTAL CONGELADA 1,5K MAKRO",kg,0.00,16.8300,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0140,ING-CAR-0138,ING,CAR,Carnes y aves,Carnes y aves,CARNES,RIÑON CORDERO,kg,0.00,15.0000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0141,ING-CAR-0139,ING,CAR,Carnes y aves,Carnes y aves,CARNES,SESOS DE CORDERO,kg,0.00,1.5000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0142,ING-CAR-0140,ING,CAR,Carnes y aves,Carnes y aves,CARNES,MEDIA CANAL DE CORDERO LECHAL makro,kg,0.00,10.4000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0143,ING-CAR-0141,ING,CAR,Carnes y aves,Carnes y aves,CARNES,JABALI PARA RAGUT carnicas cevera,kg,0.00,9.5000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0144,ING-PES-0001,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,ALMEJA FINA 1-2K,kg,0.00,12.7500,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0145,ING-PES-0002,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,ALMEJA JAPONICA 1-2K makro,kg,75.00,16.7800,MAKRO,METRO Chef almeja japónica 60/80 piezas kg malla 1 kg,1.0000,kg,16.7800,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X717707/0032/0021/METRO-Chef-Almeja-jap%C3%B3nica-60-80-piezas-Kg-FAO-27-Malla-1-Kg,Precio con IVA/IGIC incluido. €/kg. Merma por concha.,propuesto,familia o palabras clave pescado/marisco
ING-0146,ING-PES-0003,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,ANGUILA,kg,0.00,17.9000,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0147,ING-CAR-0142,ING,CAR,Carnes y aves,Carnes y aves,PESCADO Y MARISCO,ATUN LOMO VACÍO refrigerado 3-5K,kg,3.00,13.5900,MAKRO,Lomo de atún vacío 1 kg FAO 77,1.0000,kg,13.5900,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X173868/0032/0021/At%C3%BAn-lomo-vac%C3%ADo-1kg-FAO-77-Atl%C3%A1ntico-Este-Central,Precio con IVA/IGIC incluido. €/kg. Merma baja por pieza limpia.,propuesto,familia o palabras clave carnes
ING-0148,ING-PES-0004,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,BACALAO LIMPIO cortado descongelado a la sal 500 g,kg,5.00,19.9000,CONSUM,Filete de bacalao precio aprox.,1.0000,kg,19.9000,2026-06-13,https://tienda.consum.es/es/p/filete-de-bacalao/7108314,Precio con IVA. €/kg. Producto equivalente a bacalao limpio cortado.,propuesto,familia o palabras clave pescado/marisco
ING-0149,ING-PES-0005,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,BERBERECHO 100-150pz,kg,80.00,14.1400,CONSUM,Berberechos malla peso aprox. 350 g,0.3500,kg,4.9500,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/marisco/4092,Precio con IVA. €/kg indicado por tienda. Merma por concha.,propuesto,familia o palabras clave pescado/marisco
ING-0150,ING-PES-0006,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,BESUGO 300G-3K,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0151,ING-PES-0007,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,"BOGAVANTE FRESCO 0,4-0,6 USA",kg,65.00,34.0500,CONSUM,DELFIN bogavante crudo peso aprox. 425 g,0.4200,kg,14.3000,2026-06-13,https://tienda.consum.es/es/c/congelados/pescados-mariscos/2521,"Equivalente congelado a bogavante 0,4-0,6. Precio con IVA. €/kg.",propuesto,familia o palabras clave pescado/marisco
ING-0152,ING-PES-0008,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,BONITO DEL NORTE 3K,kg,5.00,19.9000,CONSUM,Lomo de bonito pieza precio aprox.,1.0000,kg,19.9000,2026-06-13,https://tienda.consum.es/es/p/lomo-de-bonito/7377034,Precio con IVA. €/kg indicado por tienda. Merma estimada por recorte.,propuesto,familia o palabras clave pescado/marisco
ING-0153,ING-PES-0009,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,BOQUERON grande mediterraneo,kg,35.00,6.9500,CONSUM,Boquerón a peso,1.0000,kg,6.9500,2026-06-13,https://tienda.consum.es/es/p/boqueron/225292,Precio con IVA. €/kg. Merma por cabeza/espina.,propuesto,familia o palabras clave pescado/marisco
ING-0154,ING-PES-0010,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,"BUEY DE MAR 0,5-0,7 KG",kg,70.00,19.1700,CONSUM,Buey de mar cocido 600 g aprox.,0.6000,kg,11.5000,2026-06-13,https://tienda.consum.es/es/p/buey-de-mar-cocido-peso-aproximado-600gr/7448298,Precio con IVA. €/kg. Merma por caparazón.,propuesto,familia o palabras clave pescado/marisco
ING-0155,ING-PES-0011,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CABALLA DEL NORTE,kg,0.00,5.9500,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0156,ING-PES-0012,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CALAMAR,kg,20.00,11.5000,CONSUM,Calamar fresco,1.0000,kg,11.5000,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/calamar-sepia/4091,Precio con IVA. €/kg. Merma por limpieza.,propuesto,familia o palabras clave pescado/marisco
ING-0157,ING-PES-0013,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CANGREJO DE MAR,kg,65.00,10.5700,CONSUM,Cangrejo de río cocido bandeja 350 g,0.3500,kg,3.7000,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,No es cangrejo de mar; referencia de crustáceo cocido. Marcar para revisión.,propuesto,familia o palabras clave pescado/marisco
ING-0158,ING-PES-0014,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CAÑAILLA de playa,kg,0.00,5.9500,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0159,ING-PES-0015,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CARACOL PRECOCIDO 1K,kg,5.00,7.1400,CONSUM,Caracol avellanec 350 g,0.3500,kg,2.5000,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente a caracol cocido/tierra. Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave pescado/marisco
ING-0160,ING-PES-0016,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,"CENTOLLO 0,5-0,7 KG",kg,65.00,6.4900,MAKRO,Centollo +700 g FAO 27 Atlántico Noroeste,1.0000,kg,6.4900,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X120093/0032/0021/Centollo-%2B700g-FAO-27-Atl%C3%A1ntico-Noroeste,Precio con IVA/IGIC incluido aprox. €/kg. Merma por caparazón.,propuesto,familia o palabras clave pescado/marisco
ING-0161,ING-PES-0017,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CHIPI,kg,0.00,11.5000,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0162,ING-PES-0018,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CLOCHINA 1K,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0163,ING-PES-0019,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CORVINA 2-3K,kg,45.00,12.6500,CONSUM,Corvina entera/mitades crianza de España,1.0000,kg,12.6500,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/pescado-blanco/4090,Precio con IVA. €/kg. Merma por cabeza/espina.,propuesto,familia o palabras clave pescado/marisco
ING-0164,ING-PES-0020,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,DENTON 1-5 K,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0165,ING-PES-0021,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,DORADA ración nacional 300/400 g,kg,45.00,10.9900,CONSUM,Dorada crianza de España pieza aprox.,,,10.9900,2026-06-13,https://tienda.consum.es/es/p/dorada-crianza-de-espana/2174969,Precio con IVA. €/kg. Merma por cabeza/espina.,propuesto,familia o palabras clave pescado/marisco
ING-0166,ING-PES-0022,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,ERIZOS DE MAR 5K,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0167,ING-PES-0023,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,ESPARDEÑA 1K,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0168,ING-PES-0024,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,GALERA,kg,60.00,16.0000,CONSUM,Galeras Lonjas del Mediterráneo,1.0000,kg,16.0000,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Precio con IVA. €/kg indicado por tienda. Merma por caparazón.,propuesto,familia o palabras clave pescado/marisco
ING-0169,ING-PES-0025,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,GALLO 200-1K,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0170,ING-PES-0026,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,GALLO SAN PEDRO 1-3K,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0171,ING-PES-0027,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,HUEVAS DE MERLUZA,kg,0.00,14.3500,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0172,ING-PES-0028,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,JUREL/ TXITXARRO,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0173,ING-PES-0029,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,LENGUADO FINO 240g-320g /KG,kg,45.00,15.5000,CONSUM,Palaya/Lenguado similar Lonjas del Mediterráneo,1.0000,kg,15.5000,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente aproximado; revisar si se requiere lenguado fino.,propuesto,familia o palabras clave pescado/marisco
ING-0174,ING-PES-0030,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,LENGUADO 300/400,kg,45.00,15.5000,CONSUM,Palaya/Lenguado similar Lonjas del Mediterráneo,1.0000,kg,15.5000,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente aproximado. Precio con IVA. €/kg. Revisar si se exige lenguado específico.,propuesto,familia o palabras clave pescado/marisco
ING-0175,ING-PES-0031,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,"LUBINA 0,3-0,4",kg,45.00,10.9900,CONSUM,Lubina crianza de España pieza aprox.,,,10.9900,2026-06-13,https://tienda.consum.es/es/p/lubina-crianza-de-espana/7010650,Precio con IVA. €/kg. Merma por cabeza/espina.,propuesto,familia o palabras clave pescado/marisco
ING-0176,ING-PES-0032,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,MEJILLON GALLEGO 30/40PZ KILO,kg,75.00,3.3900,CONSUM,Mejillón vivo peso aprox. 1 kg,1.0000,kg,3.3900,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/marisco/4092,Precio con IVA. €/kg. Merma por concha.,propuesto,familia o palabras clave pescado/marisco
ING-0177,ING-PES-0033,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,MERLUZA PINCHO 2-3K,kg,45.00,11.9500,CONSUM,Merluza entera o mitades,1.0000,kg,11.9500,2026-06-13,https://tienda.consum.es/es/p/merluza-entera-o-mitades/7200033,Equivalente a merluza pincho por falta de fuente exacta; revisar calidad.,propuesto,familia o palabras clave pescado/marisco
