codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio,estado_master,lote_origen,archivo_origen
ING-0527,ALMENDRA GRANILLO,0.0,15.5,MAKRO,METRO Chef almendra granillo cubo 500 g,7.75,500 g,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X163118/0032/0021/METRO-Chef-almendra-granillo-cubo-500g,Precio con IVA/IGIC incluido según ficha/listado. Convertido a €/kg.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0528,ANACARDO CRUDO 150G,0.0,14.96,MAKRO,METRO Chef anacardo al natural bolsa 500 g,7.48,500 g,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/despensa/snacks/frutos-secos?facets=delivery_mode%3APICKUP,Precio con IVA/IGIC incluido en listado. Convertido a €/kg.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0529,ALMENDRA MOLIDA MARCONA,0.0,17.2,CONSUM,CONSUM almendra molida bolsa 125 g,2.15,125 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-cafe/reposteria-para-preparar/decoracion-postres/5254,Equivalente a almendra molida; no específica Marcona. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0530,ARANDANO CONGELADO 1k,0.0,5.85,MAKRO,METRO Chef mix frutas del bosque bolsa 1 kg,5.85,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X110814/0032/0021/METRO-Chef-Mix-frutas-del-bosque-bolsa-1Kg,"Equivalente congelado genérico, no arándano puro. Precio con IVA/IGIC según ficha. Revisar si se requiere arándano 100%.",ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0531,AROMA DE VAINILLA 125 ML,0.0,22.45,CONSUM,VAHINE aroma vainilla 200 ml,4.49,200 ml,2026-06-13,https://tienda.consum.es/es/p/aroma-vainilla/7217263,Precio con IVA. €/L indicado por tienda.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0532,AVELLANAS REPELADO TOSTADO 1K,0.0,31.3,MAKRO,METRO Chef avellana repelada tostada bolsa 1 kg,31.3,1 kg,2026-06-13,https://tienda.makro.es/ordercapture/uidispatcher/static/shop/pv/BTY-X225170/0032/0021/METRO-Chef-Avellana-repelada-tostada-bolsa-1Kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0533,AZUCAR ANTIAPELMA GLAS 1K,0.0,5.2,CONSUM,Azúcar glace bote 500 g,2.6,500 g,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-reposteria/7426083,Precio con IVA. €/kg indicado en recomendados de producto.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0534,AZUCAR ANTIAPELMA.15kg,,,PENDIENTE,,,,2026-06-13,,No localizado formato profesional 15 kg con precio oficial claro en Makro/Consum/Mercadona.,PENDIENTE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0535,AZUCAR ANTIHUMEDAD 5K,,,PENDIENTE,,,,2026-06-13,,No localizado producto antihumedad 5 kg con precio oficial claro en Makro/Consum/Mercadona.,PENDIENTE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0536,AZUCAR BLANQUILLA,0.5,0.9,CONSUM,Azúcar blanco paquete 1 kg,0.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/azucar-blanco-paquete/2453884,Precio con IVA. €/kg.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0537,AZÚCAR ISOMALT800G,,,PENDIENTE,,,,2026-06-13,,No localizado isomalt 800 g con precio oficial claro en Makro/Consum/Mercadona.,PENDIENTE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0538,AZUCAR MORENO,0.5,1.9,CONSUM,AZUCARERA azúcar moreno paquete 1 kg,1.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/azucar-moreno-paquete/7384196,Precio con IVA. €/kg.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0539,BANDEJA 16X23,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0540,BANDEJA BLANCA CARTON 30X40,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0541,BANDEJA DORADA 25X27cm 100U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación/envase; reservar para lote de packaging o costes indirectos, no ingrediente.",PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0542,BANDEJA DORADAnº3 12 X 19 100U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación/envase; reservar para lote de packaging o costes indirectos, no ingrediente.",PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0543,BANDEJAS 32 CM,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0544,BICARBONATO SODICO 950 G,0.0,3.67,CONSUM,EL VESUBIO bicarbonato 300 g,1.1,300 g,2026-06-13,https://tienda.consum.es/es/p/bicarbonato/7399459,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0545,BLONDAS 18 CM,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0546,BLONDAS/ RODAL 32 CM 100 UNID,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0547,CABELLO ANGEL,0.0,,PENDIENTE,,,,2026-06-13,,Cabello de ángel no localizado con precio oficial claro en fuentes objetivo.,PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0548,CACAHUETE REPELADO crudo,0.0,5.25,CONSUM,CONSUM cacahuete tostado sin sal 200 g,1.05,200 g,2026-06-13,https://tienda.consum.es/es/p/cacahuete-tostado-sin-sal-bolsa/7408474,Producto equivalente a cacahuete crudo/repelado para escandallo. Precio con IVA. €/kg; revisar si se necesita crudo.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0549,CACAO POLVO,0.0,29.6,CONSUM,VALOR cacao puro en polvo sin azúcar 250 g,7.4,250 g,2026-06-13,https://tienda.consum.es/es/p/cacao-puro-en-polvo-sin-azucar/7114630,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0550,CAJA CON VENTANA 20X15X7 50U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0551,CAJA cuadrada TARTA 28x28x8 50u,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0552,CAJA HEXAGONAL C/ASAS 23CM 50U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0553,CANELA MOLIDA 710 G,0.0,19.7778,CONSUM,CONSUM canela molida 45 g,0.89,45 g,2026-06-13,https://tienda.consum.es/es/p/canela-en-rama-frasco/7223571,"Equivalente retail, no bote 710 g. Convertido a €/kg.",ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0554,CANELA RAMA 150 G bote,0.0,75.0,CONSUM,CONSUM canela en rama 20 g,1.5,20 g,2026-06-13,https://tienda.consum.es/es/p/canela-molida-frasco/7223568,"Equivalente retail, no bote 150 g. Convertido a €/kg.",ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0555,CAPSULAS MADALENAS papel mercadona,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0556,CARGAS SIFON 24Unida,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0557,CARGAS SODA 10UN,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0558,CASTAÑA CONGELADA 1k,0.0,,PENDIENTE,,,,2026-06-13,,Castaña congelada 1 kg no localizada con precio oficial claro en fuentes objetivo.,PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0559,CHOCOLATE/COBERTURA BLANCO SIN AZUCAR,0.0,25.95,MAKRO,Torras cobertura gota blanca sin azúcar 1 kg,25.95,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X120457/0032/0021/Torras-cobertura-gota-blanca-sin-az%C3%BAcar-1kg,Precio con IVA/IGIC incluido. Producto exacto/similar sin azúcar.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0560,CIRUELA PASA/SECA S/HUESO1K,0.0,8.5,CONSUM,CONSUM ciruela sin hueso doypack 300 g,2.55,300 g,2026-06-13,https://tienda.consum.es/es/p/ciruela-sin-hueso-doypack/7381221,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0561,CLARA PASTEURIZADA,0.0,2.85,CONSUM,MONTERDE clara de huevo botella 1 L,2.85,1 L,2026-06-13,https://tienda.consum.es/es/c/despensa/lacteos-huevos/huevos/2065,"Precio con IVA. €/L. Producto pasteurizado, merma 0%.",ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0562,Cobertura blanca SICAO,0.0,21.776,MAKRO,"Chocolates Valor cobertura gota blanca 2,5 kg",54.44,"2,5 kg",2026-06-13,https://tienda.makro.es/shop/pv/BTY-X99685/0032/0021/Chocolates-Valor-cobertura-gota-blanca-2-5kg,Equivalente a cobertura blanca SICAO. Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0563,Cobertura leche SICAO,0.5,12.756,MAKRO,"METRO Chef cobertura gota 38% bolsa 2,5 kg",31.89,"2,5 kg",2026-06-13,https://tienda.makro.es/shop/pv/BTY-X192446/0032/0021/METRO-Chef-cobertura-gota-38-2-5kG,"Producto equivalente, no marca SICAO. Precio con IVA/IGIC incluido. Convertido a €/kg.",ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0564,Cobertura negra SICAO,0.0,13.916,MAKRO,"METRO Chef cobertura gota 64% 2,5 kg",34.79,"2,5 kg",2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/pasteler%C3%ADa-y-confiter%C3%ADa/dulces-y-chocolates?facets=brand%3AMETRO%2520Chef,Equivalente a cobertura negra SICAO. Precio base en listado; convertir a €/kg.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0565,COBERTURA NEGRA BARRY MEJICO 66% 1K,0.0,13.916,MAKRO,"METRO Chef cobertura gota 64% 2,5 kg",34.79,"2,5 kg",2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/pasteler%C3%ADa-y-confiter%C3%ADa/dulces-y-chocolates?facets=brand%3AMETRO%2520Chef,Equivalente a cobertura negra 66%. Precio base en listado; convertir a €/kg. Revisar si se exige Cacao Barry México 66%.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0566,COCO EN POLVO,0.0,,PENDIENTE,,,,2026-06-13,,Coco en polvo: no localizado producto exacto; no sustituyo por coco rallado.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0567,COCO RALLADO,0.0,8.62,MAKRO,METRO Chef coco rallado bolsa 1 kg,8.62,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X461932/0032/0021/METRO-Chef-Coco-rallado-bolsa-1-kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0568,COLORANTE Amarillo huevo PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0569,COLORANTE BLANCO PASTA COSMO,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0570,COLORANTE MARRON PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0571,COLORANTE NARANJA PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0572,COLORANTE NEGRO PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0573,COLORANTE ROJO PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0574,COLORANTE VERDE PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0575,COLORANTE VIOLETA PASTA (AZUL),0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0576,COLORANTEAMARILLO LIMÓN PASTA 200g,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0577,CONFITURA FRAMBUESA 3K,0.0,,PENDIENTE,,,,2026-06-13,,Confitura frambuesa 3 kg: reservar para lote08/lote09 conservas y pastelería.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0578,DÁTIL SIN HUESO,0.0,7.3,CONSUM,CONSUM dátil sin hueso doypack 300 g,2.19,300 g,2026-06-13,https://tienda.consum.es/es/p/datil-sin-hueso-doypack/7381226,Precio con IVA. Convertido a €/kg desde 300 g.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0579,DEXTROSA 600g,0.0,,PENDIENTE,,,,2026-06-13,,Dextrosa 600 g no localizada con precio oficial claro en fuentes objetivo.,PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0580,DISCO DORADA 21cm redonda 100 U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación/envase; reservar para lote de packaging o costes indirectos, no ingrediente.",PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0581,DISCO ORO BOR LISO 26 CM,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0582,DULCE BONIATO,0.0,,PENDIENTE,,,,2026-06-13,,Dulce de boniato: reservar para lote08 pastelería.,PENDIENTE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0583,FARTONS,0.0,,PENDIENTE,,,,2026-06-13,,Fartons no localizado con precio oficial claro en fuentes objetivo.,PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0584,FIDEO CHOCOLATE 1K,0.0,31.69,CONSUM,VAHINÉ fideos chocolate 71 g,2.25,71 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-cafe/reposteria-para-preparar/decoracion-postres/5254,"Equivalente retail, no formato 1 kg. Precio con IVA. €/kg indicado por tienda.",ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0585,FRAMBUESA congelada,0.0,9.72,MAKRO,METRO Chef frambuesas 1 kg congelado,9.72,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221047/0032/0021/Metro-Chef-frambuesas-1-kg-congelado,"Precio con IVA/IGIC incluido. Producto congelado limpio, merma 0%.",ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0586,FRAMBUESA BRISURA congelada,0.0,,PENDIENTE,,,,2026-06-13,,Frambuesa brisura congelada: no localizada como producto exacto; revisar proveedor profesional.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0587,FRESA LIOFILIZADA 50G,0.0,,PENDIENTE,,,,2026-06-13,,Fresa liofilizada 50 g: reservar para lote08 pastelería; no localizado precio claro en fuentes objetivo.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0588,FRESÓN CONGELADO 1K,0.0,,PENDIENTE,,,,2026-06-13,,Fresón congelado: reservar para revisión de fruta congelada; no localizado equivalente exacto.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0589,FRUTAS BOSQUE COCTEL CONGELADO 1K,0.0,7.75,MAKRO,La Cuerva frutas del bosque 1 kg,7.75,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X953696/0032/0021/La-Cuerva-frutas-del-bosque-1kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0590,GASIFICANTE REPOST.IMPULSOR,0.0,7.7778,CONSUM,CONSUM impulsor repostería 6 sobres de 15 g,0.7,90 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-cafe/reposteria-para-preparar/levadura/5253,Precio con IVA. Convertido a €/kg.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0591,"GEL BRILLO CUBO 1,4K",0.0,,PENDIENTE,,,,2026-06-13,,"Gel brillo cubo 1,4 kg no localizado con precio oficial claro en fuentes objetivo.",PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0592,GELATINA HOJAS 1K,0.0,27.1692,MAKRO,ROYAL gelatina neutra en bote 650 g,17.66,650 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X481952/0032/0021/Royal-gelatina-neutra-botella-650g,Equivalente a gelatina en hojas para escandallo; no formato hojas 1 kg. Convertido a €/kg.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0593,GLUCOSA 3K,0.0,,PENDIENTE,,,,2026-06-13,,Glucosa 3 kg no localizada con precio oficial claro en fuentes objetivo.,PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0594,GUINDAS ROJAS 160g,0.0,,PENDIENTE,,,,2026-06-13,,Guindas rojas 160 g no localizadas con precio oficial claro en fuentes objetivo.,PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0595,HARINA CENTENO 5K,,,PENDIENTE,,,,2026-06-13,,No localizado formato harina de centeno 5 kg con precio oficial claro en Makro/Consum/Mercadona.,PENDIENTE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0596,HARINA DE CENTENO INTEGRAL 5K,,,PENDIENTE,,,,2026-06-13,,No localizado formato harina de centeno integral 5 kg con precio oficial claro en Makro/Consum/Mercadona.,PENDIENTE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0597,HARINA DE MEDIA FUERZA,0.5,1.1128,MAKRO,METRO Chef harina 00 W260-290 saco 25 kg,27.82,25 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221139/0032/0021/METRO-Chef-harina-00-W260-290-saco-25-kg,Precio con IVA/IGIC incluido. Equivalente a harina de media fuerza. Convertido a €/kg.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0598,HARINA ESPECIAL 80W,0.5,0.72,CONSUM,CONSUM harina de trigo clásica 1 kg,0.72,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-clasica/7426091,"Producto equivalente aproximado a harina floja/común, no se especifica W80. Precio con IVA. €/kg.",ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0599,HARINA FLOJA 25 K,0.5,0.72,CONSUM,CONSUM harina de trigo clásica 1 kg,0.72,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-clasica/7426091,"Producto equivalente en formato retail 1 kg, no saco 25 kg. Precio con IVA. €/kg.",ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0600,HARINA FUERZA 25 K,0.5,1.1128,MAKRO,METRO Chef harina 00 W290-320 saco 25 kg,27.82,25 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221141/0032/0021/METRO-Chef-harina-00-W290-320-saco-25-kg,Precio con IVA/IGIC incluido. Equivalente harina de fuerza. Convertido a €/kg.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0601,HARINA INTEGRAL TRIGO 5K,0.5,0.9,CONSUM,CONSUM harina de trigo 100% integral 1 kg,0.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-100-integral/7426104,"Producto equivalente en formato retail 1 kg, no saco 5 kg. Precio con IVA. €/kg.",ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0602,HIGO SECO,0.0,,PENDIENTE,,,,2026-06-13,,Higo seco: reservar para lote08 pastelería/frutos secos.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0603,HORCHATA CONCENTRADA,0.0,,PENDIENTE,,,,2026-06-13,,Horchata concentrada no localizada con precio oficial claro en fuentes objetivo.,PENDIENTE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0604,HUEVO ENTERO PASTEURIZADO,0.0,5.49,MAKRO,METRO Chef huevo líquido botella 1 L,5.49,1 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X198469/0032/0021/METRO-Chef-huevo-l%C3%ADquido-botella-1-L,"Precio con IVA/IGIC incluido. €/L. Producto pasteurizado sin cáscara, merma 0%.",ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0605,HUEVOS,12.0,0.25,CONSUM,MONTERDE huevos M medianos docena,3.0,12 uds,2026-06-13,https://tienda.consum.es/es/p/huevos-m-medianos-docena/7098382,Precio con IVA. Normalizado a €/huevo. Merma estimada 12% por cáscara.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0606,HUEVOS CODORNIZ,18.0,0.1028,CONSUM,MONTERDE huevo codorniz cartón 18 unidades,1.85,18 uds,2026-06-13,https://tienda.consum.es/es/p/huevo-codorniz-carton-18-unidades/7300853,Precio con IVA. Normalizado a €/huevo. Merma estimada 18% por cáscara.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0608,LECHE CONDENSADA 450 G,0.0,5.22,CONSUM,CONSUM leche condensada entera Sirvefácil 450 g,2.35,450 g,2026-06-13,https://tienda.consum.es/es/p/caramelo-liquido-botella/356105,Precio con IVA. Convertido a €/kg desde 450 g.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0609,LECHE DE COCO 1 LT DIEXPA,0.0,3.8,MAKRO,AROY-D leche de coco 17-19% brik 1 L,3.8,1 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X209101/0032/0021/AROY-D-leche-de-coco-17-19-1-L,"Precio con IVA/IGIC incluido. €/L. Producto equivalente, no marca Diexpa.",ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0610,LECHE ENTERA,0.0,0.96,CONSUM,CONSUM leche entera brik 1 L,0.96,1 L,2026-06-13,https://tienda.consum.es/es/p/leche-entera-brik/7080596,Precio con IVA. €/L.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
