codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio,lote_origen,archivo_origen,_tiene_precio,_score,seleccionado_master,motivo_resolucion
ING-0525,ALMENDRA ENTERA REPELEDA,1.0,15.38,MAKRO,METRO Chef almendra cruda repelada bolsa 1 kg,15.38,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X155253/0032/0021/Almendra-cruda-repelada-MAKRO-CHEF-bolsa-1kg,Duplicado de lote01; precio con IVA/IGIC incluido. €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1065,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0525,ALMENDRA ENTERA REPELEDA,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: almendra repelada ya tratada en lote01/lote08.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0526,ALMENDRA FILETEADA 1K,0.0,35.92,CONSUM,VAHINÉ almendras laminillas bolsa 125 g,4.49,125 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-cafe/reposteria-para-preparar/decoracion-postres/5254,Producto equivalente a almendra fileteada. Precio con IVA. €/kg indicado por tienda.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0526,ALMENDRA FILETEADA 1K,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: almendra fileteada corresponde a pastelería/frutos secos.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0530,ARANDANO CONGELADO 1k,0.0,5.85,MAKRO,METRO Chef mix frutas del bosque bolsa 1 kg,5.85,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X110814/0032/0021/METRO-Chef-Mix-frutas-del-bosque-bolsa-1Kg,"Equivalente congelado genérico, no arándano puro. Precio con IVA/IGIC según ficha. Revisar si se requiere arándano 100%.",lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0530,ARANDANO CONGELADO 1k,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: arándano congelado revisado en lote06. No actualizar aquí.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0530,ARANDANO CONGELADO 1k,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: arándano congelado/frutos del bosque ya tratado en lote06 frutas.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0531,AROMA DE VAINILLA 125 ML,0.0,22.45,CONSUM,VAHINE aroma vainilla 200 ml,4.49,200 ml,2026-06-13,https://tienda.consum.es/es/p/aroma-vainilla/7217263,Precio con IVA. €/L indicado por tienda.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0531,AROMA DE VAINILLA 125 ML,0.0,22.45,CONSUM,VAHINÉ aroma vainilla 200 ml,4.49,200 ml,2026-06-13,https://tienda.consum.es/es/p/aroma-vainilla/7217263,Precio con IVA. Convertido a €/L. Equivalente no formato 125 ml.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,SI,1120,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0533,AZUCAR ANTIAPELMA GLAS 1K,0.0,5.2,CONSUM,Azúcar glace bote 500 g,2.6,500 g,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-reposteria/7426083,Precio con IVA. €/kg indicado en recomendados de producto.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0533,AZUCAR ANTIAPELMA GLAS 1K,0.5,5.2,CONSUM,AZUCARERA azúcar glace bote 500 g,2.6,500 g,2026-06-13,https://tienda.consum.es/es/p/azucar-moreno-bolsa/7256886,Producto equivalente: azúcar glace. Precio con IVA. Convertido a €/kg desde 500 g.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1120,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0534,AZUCAR ANTIAPELMA.15kg,,,PENDIENTE,,,,2026-06-13,,No localizado formato profesional 15 kg con precio oficial claro en Makro/Consum/Mercadona.,lote02,actualizacion_precios_lote2_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0534,AZUCAR ANTIAPELMA.15kg,0.0,,PENDIENTE,,,,2026-06-13,,Azúcar antiapelmazante 15 kg no localizada con precio oficial claro en fuentes objetivo.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0535,AZUCAR ANTIHUMEDAD 5K,,,PENDIENTE,,,,2026-06-13,,No localizado producto antihumedad 5 kg con precio oficial claro en Makro/Consum/Mercadona.,lote02,actualizacion_precios_lote2_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0535,AZUCAR ANTIHUMEDAD 5K,0.0,,PENDIENTE,,,,2026-06-13,,Azúcar antihumedad 5 kg no localizada con precio oficial claro en fuentes objetivo.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0536,AZUCAR BLANQUILLA,0.5,0.9,CONSUM,Azúcar blanco paquete 1 kg,0.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/azucar-blanco-paquete/2453884,Precio con IVA. €/kg.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0536,AZUCAR BLANQUILLA,0.0,0.95,CONSUM,AZUCARERA azúcar blanco paquete 1 kg,0.95,1 kg,2026-06-13,https://tienda.consum.es/es/p/azucar-blanco-paquete/2453884,Precio con IVA. €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1135,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0537,AZÚCAR ISOMALT800G,,,PENDIENTE,,,,2026-06-13,,No localizado isomalt 800 g con precio oficial claro en Makro/Consum/Mercadona.,lote02,actualizacion_precios_lote2_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0537,AZÚCAR ISOMALT800G,0.0,,PENDIENTE,,,,2026-06-13,,Isomalt 800 g no localizado con precio oficial claro en fuentes objetivo.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0538,AZUCAR MORENO,0.5,1.9,CONSUM,AZUCARERA azúcar moreno paquete 1 kg,1.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/azucar-moreno-paquete/7384196,Precio con IVA. €/kg.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0538,AZUCAR MORENO,0.0,1.9,CONSUM,AZUCARERA azúcar moreno paquete 1 kg,1.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/azucar-moreno-paquete/7384196,Precio con IVA. €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1135,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0541,BANDEJA DORADA 25X27cm 100U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación/envase; reservar para lote de packaging o costes indirectos, no ingrediente.",lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0541,BANDEJA DORADA 25X27cm 100U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0542,BANDEJA DORADAnº3 12 X 19 100U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación/envase; reservar para lote de packaging o costes indirectos, no ingrediente.",lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0542,BANDEJA DORADAnº3 12 X 19 100U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0548,CACAHUETE REPELADO crudo,0.0,5.25,CONSUM,CONSUM cacahuete tostado sin sal 200 g,1.05,200 g,2026-06-13,https://tienda.consum.es/es/p/cacahuete-tostado-sin-sal-bolsa/7408474,Producto equivalente a cacahuete crudo/repelado para escandallo. Precio con IVA. €/kg; revisar si se necesita crudo.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0548,CACAHUETE REPELADO crudo,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: cacahuete corresponde a lote08 pastelería/frutos secos.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0549,CACAO POLVO,0.0,29.6,CONSUM,VALOR cacao puro en polvo sin azúcar 250 g,7.4,250 g,2026-06-13,https://tienda.consum.es/es/p/cacao-puro-en-polvo-sin-azucar/7114630,Precio con IVA. €/kg indicado por tienda.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0549,CACAO POLVO,0.0,27.0,CONSUM,VALOR cacao soluble 100% natural 250 g,6.75,250 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/1852?page=35,Equivalente a cacao polvo. Precio con IVA. €/kg indicado por tienda.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1120,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0554,CANELA RAMA 150 G bote,0.0,75.0,CONSUM,CONSUM canela en rama 20 g,1.5,20 g,2026-06-13,https://tienda.consum.es/es/p/canela-molida-frasco/7223568,"Equivalente retail, no bote 150 g. Convertido a €/kg.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1110,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0554,CANELA RAMA 150 G bote,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: canela corresponde a lote08/lote09.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0559,CHOCOLATE/COBERTURA BLANCO SIN AZUCAR,0.0,25.95,MAKRO,Torras cobertura gota blanca sin azúcar 1 kg,25.95,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X120457/0032/0021/Torras-cobertura-gota-blanca-sin-az%C3%BAcar-1kg,Precio con IVA/IGIC incluido. Producto exacto/similar sin azúcar.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1165,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0559,CHOCOLATE/COBERTURA BLANCO SIN AZUCAR,0.0,,PENDIENTE,,,,2026-06-13,,Chocolate/cobertura pertenece a lote08 pastelería.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0559,CHOCOLATE/COBERTURA BLANCO SIN AZUCAR,0.0,,PENDIENTE,,,,2026-06-13,,"Fuera de lote: cobertura chocolate, reservar para lote08.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0559,CHOCOLATE/COBERTURA BLANCO SIN AZUCAR,,,PENDIENTE,,,,2026-06-13,,No localizado equivalente sin azúcar claro en Makro/Consum/Mercadona. Evito actualizar con chocolate blanco normal.,lote02,actualizacion_precios_lote2_con_mermas.csv,NO,-15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0560,CIRUELA PASA/SECA S/HUESO1K,0.0,8.5,CONSUM,CONSUM ciruela sin hueso doypack 300 g,2.55,300 g,2026-06-13,https://tienda.consum.es/es/p/ciruela-sin-hueso-doypack/7381221,Precio con IVA. €/kg indicado por tienda.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0560,CIRUELA PASA/SECA S/HUESO1K,0.0,,PENDIENTE,,,,2026-06-13,,Ciruela pasa/seca: reservar para lote08 pastelería/frutos secos.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0561,CLARA PASTEURIZADA,0.0,2.85,CONSUM,MONTERDE clara de huevo botella 1 L,2.85,1 L,2026-06-13,https://tienda.consum.es/es/c/despensa/lacteos-huevos/huevos/2065,"Precio con IVA. €/L. Producto pasteurizado, merma 0%.",lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0561,CLARA PASTEURIZADA,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: clara pasteurizada ya tratada en lote07.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0561,CLARA PASTEURIZADA,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: clara pasteurizada tratada en lote07.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0563,Cobertura leche SICAO,0.5,12.756,MAKRO,"METRO Chef cobertura gota 38% bolsa 2,5 kg",31.89,"2,5 kg",2026-06-13,https://tienda.makro.es/shop/pv/BTY-X192446/0032/0021/METRO-Chef-cobertura-gota-38-2-5kG,"Producto equivalente, no marca SICAO. Precio con IVA/IGIC incluido. Convertido a €/kg.",lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0563,Cobertura leche SICAO,0.0,12.756,MAKRO,"METRO Chef cobertura gota 38% bolsa 2,5 kg",31.89,"2,5 kg",2026-06-13,https://tienda.makro.es/shop/pv/BTY-X192446/0032/0021/METRO-Chef-cobertura-gota-38-2-5kG,Producto equivalente; no marca SICAO. Precio con IVA/IGIC incluido. Convertido a €/kg.,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,SI,1120,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0563,Cobertura leche SICAO,0.0,12.756,MAKRO,"METRO Chef cobertura gota 38% bolsa 2,5 kg",31.89,"2,5 kg",2026-06-13,https://tienda.makro.es/shop/pv/BTY-X192446/0032/0021/Cobertura-gota-0-38-MAKRO-METRO-CHEF-2-5kG,"Producto equivalente, no marca SICAO. Precio con IVA/IGIC incluido. Convertido a €/kg.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1120,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0566,COCO EN POLVO,0.0,,PENDIENTE,,,,2026-06-13,,Coco en polvo: no localizado producto exacto; no sustituyo por coco rallado.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,30,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0566,COCO EN POLVO,0.0,,PENDIENTE,,,,2026-06-13,,Coco en polvo: reservar para lote08 pastelería.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0566,COCO EN POLVO,0.0,,PENDIENTE,,,,2026-06-13,,Coco en polvo no localizado con precio oficial claro; no sustituyo por coco rallado.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0567,COCO RALLADO,0.0,8.62,MAKRO,METRO Chef coco rallado bolsa 1 kg,8.62,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X461932/0032/0021/METRO-Chef-Coco-rallado-bolsa-1-kg,Precio con IVA/IGIC incluido. €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0567,COCO RALLADO,0.0,,PENDIENTE,,,,2026-06-13,,Coco rallado: reservar para lote08 pastelería.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0568,COLORANTE Amarillo huevo PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,30,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0568,COLORANTE Amarillo huevo PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante de pastelería/decoración: reservar para lote12 o lote08, no lote verduras.",lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0568,COLORANTE Amarillo huevo PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,Colorante de pastelería/decoración: reservar para lote08/lote12. No actualizar en lote lácteos.,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0568,COLORANTE Amarillo huevo PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g amarillo huevo: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0568,COLORANTE Amarillo huevo PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: colorante de pastelería/decoración. Reservado para lote08/lote12.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0568,COLORANTE Amarillo huevo PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,Colorante de pastelería/decoración: reservado para lote08/lote12.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0568,COLORANTE Amarillo huevo PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Fuera de lote: colorante de pastelería/decoración, lote08/lote12.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0568,COLORANTE Amarillo huevo PASTA 200G,,,PENDIENTE,,,,2026-06-13,,No localizado precio oficial claro en Makro/Consum/Mercadona.,lote02,actualizacion_precios_lote2_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0569,COLORANTE BLANCO PASTA COSMO,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,30,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0569,COLORANTE BLANCO PASTA COSMO,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante de pastelería/decoración: reservar para lote12 o lote08, no lote verduras.",lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0569,COLORANTE BLANCO PASTA COSMO,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g blanco: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0569,COLORANTE BLANCO PASTA COSMO,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: colorante de pastelería/decoración. Reservado para lote08/lote12.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0569,COLORANTE BLANCO PASTA COSMO,0.0,,PENDIENTE,,,,2026-06-13,,Colorante de pastelería/decoración: reservado para lote08/lote12.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0569,COLORANTE BLANCO PASTA COSMO,0.0,,PENDIENTE,,,,2026-06-13,,"Fuera de lote: colorante de pastelería/decoración, lote08/lote12.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0570,COLORANTE MARRON PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,30,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0570,COLORANTE MARRON PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante de pastelería/decoración: reservar para lote12 o lote08, no lote verduras.",lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0570,COLORANTE MARRON PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g marrón: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0570,COLORANTE MARRON PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: colorante de pastelería/decoración. Reservado para lote08/lote12.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0570,COLORANTE MARRON PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,Colorante de pastelería/decoración: reservado para lote08/lote12.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0570,COLORANTE MARRON PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Fuera de lote: colorante de pastelería/decoración, lote08/lote12.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0571,COLORANTE NARANJA PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,30,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0571,COLORANTE NARANJA PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante de pastelería/decoración: reservar para lote12 o lote08, no lote verduras.",lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0571,COLORANTE NARANJA PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: colorante de pastelería/decoración; reservar para lote08/lote12.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0571,COLORANTE NARANJA PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g naranja: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0571,COLORANTE NARANJA PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: colorante de pastelería/decoración. Reservado para lote08/lote12.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0571,COLORANTE NARANJA PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,Colorante de pastelería/decoración: reservado para lote08/lote12.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0571,COLORANTE NARANJA PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Fuera de lote: colorante de pastelería/decoración, lote08/lote12.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
